拠点名,DB名,郵便番号,住所,電話番号
御津子育てつどいの広場,ネット検索,6711342,たつの市御津町朝臣38番地1 （御津やすらぎ福祉会館内）,
揖保川子育てつどいの広場,ネット検索,6711631,たつの市揖保川町山津屋19番地1 （揖保川公民館内）,
新宮子育てつどいの広場,ネット検索,6794313,たつの市新宮町新宮437番地 （新宮こども園内）,
龍野子育てつどいの広場,ネット検索,6794167,たつの市龍野町富永410番地2 （はつらつセンター内）,
三木市吉川児童館,ネット検索,6731115,三木市吉川町大沢412（吉川健康福祉センター内）,
三木市立児童センター,ネット検索,6730433,三木市福井1933-12（三木市立教育センター内）,
ウッディ子育て交流ひろば,ネット検索,6691321,三田市けやき台1-4-1(ウッディタウン市民センター２階プレイルーム）,
三田市多世代交流館,ネット検索,6691546,三田市弥生が丘1-1-2,
地域子育て支援センター,ネット検索,6691342,三田市四ツ辻１４３０湊川短期大学内,
駅前子育て交流ひろば,ネット検索,6691528,三田市駅前町2-1(まちづくり協働センター６階幼児室）,
上郡町子育て学習センター,ネット検索,6781277,赤穂郡上郡町苔縄86番地1,
にしき子育てふれあいセンター,ネット検索,6692734,丹波篠山市宮田216（西紀老人福祉センター内）,
おとわの森子育てママフィールド　プティプリ,ネット検索,6692214,丹波篠山市味間新315,
こんだ子育てふれあいセンター,ネット検索,6692153,丹波篠山市今田町今田新田14-1（今田支所2階）,
ささやま子育てふれあいセンター,ネット検索,6692441,丹波篠山市日置385-1　丹波篠山市B＆G海洋センター内,
たんなん子育てふれあいセンター,ネット検索,6692205,丹波篠山市網掛429　丹南商工会館１階,
丹波篠山市立丹南児童館,ネット検索,6692213,丹波篠山市中野28,
丹波市立山南子育て学習センター,ネット検索,6693131,丹波市山南町谷川1110番地 （山南住民センター内）,
丹波市立市島子育て学習センター,ネット検索,6694322,丹波市市島町上田814番地 （ライフピアいちじま内）,
丹波市立春日子育て学習センター,ネット検索,6694141,丹波市春日町黒井496番地2 （春日住民センター内）,
丹波市立柏原子育て学習センター（ゆめわあく柏原）,ネット検索,6693305,丹波市柏原町下小倉605番地,
丹波市立氷上子育て学習センター,ネット検索,6693467,丹波市氷上町本郷300番地 （市民プラザ内）,
丹波市立青垣子育て学習センター,ネット検索,6693811,丹波市青垣町佐治114番地 （青垣住民センター内）,
いたみむっくむっくルーム,ネット検索,6640895,伊丹市宮ノ前2丁目2番2号 伊丹商工プラザ5階　男女共同参画センター（ここいろ）内,
さくらだいこども園むっくむっくルーム,ネット検索,6640023,伊丹市中野西4丁目92 伊丹市立さくらだいこども園内,
ひだまりひろば,ネット検索,6640871,伊丹市堀池2丁目2番20号 伊丹市立人権啓発センター（ふらっと）・児童館内,
むっくむっくルーム,ネット検索,6640014,伊丹市広畑3丁目1番地 伊丹市立地域福祉総合センター（いたみいきいきプラザ）内,
ゆうぎしつ,ネット検索,6640007,伊丹市北野4丁目30番地 伊丹市立北部学習センター（きららホール）内,
わかばこども園むっくむっくルーム,ネット検索,6640855,伊丹市御願塚6丁目1番5号 伊丹市立わかばこども園内,
神津こども園むっくむっくルーム,ネット検索,6640842,伊丹市森本１丁目８番地２５ 伊丹市立神津こども園内,
西伊丹むっくむっくルーム,ネット検索,6640026,伊丹市寺本5-373 学校法人西伊丹学園西伊丹幼稚園内,
さよう子育て支援センター,ネット検索,6795305,佐用郡佐用町長尾905番地9,
加古川市加古川駅南子育てプラザ,ネット検索,6750065,加古川市加古川町篠原町21番地の8（加古川ヤマトヤシキ7階）,
加古川市東加古川子育てプラザ,ネット検索,6750115,加古川市平岡町一色797-295,
兵庫教育大学子育て支援ルーム　かとうGENKi,ネット検索,6731421,加東市山国2007番地109 兵庫教育大学やまくにプラザ1階,
東条鯉こいランド,ネット検索,6731341,加東市南山1丁目4番地2 加東市南山活性化支援施設「Mina-Kuru」内,
滝野児童館（きらら）,ネット検索,6790212,加東市下滝野1369番地2,
社児童館「やしろこどものいえ」,ネット検索,6731423,加東市東古瀬477番地１,
"ぜんぼう子育て広場
（いちごクラブ）",ネット検索,6752213,加西市西笠原町178－115 （善坊こども園内）,
つどいの広場　ぜんぼうキッズ,ネット検索,6752232,加西市戸田井町388-10 （善坊公民館内）,
愛の光キッズ,ネット検索,6752241,加西市段下町880番地の29 （認定愛の光こども園内）,
南あわじ市子育て学習・支援センター,ネット検索,6560427,南あわじ市榎列松田747番地3,
多可町子育てふれあいセンター,ネット検索,6791114,多可郡多可町中区岸上224-17,
太子町子育て支援センター 「ひまはぴ」,ネット検索,6711575,揖保郡太子町佐用岡381番地1,
すこやかひろば,ネット検索,6700943,姫路市市之郷1006-8　すこやかセンター３階,
のびのび広場みらいえ,ネット検索,6700942,姫路市日出町三丁目3　こどもの未来健康支援センター（みらいえ）内,
やながせ保育園大津みやび野分園,ネット検索,6711146,姫路市大津区大津町1丁目31-111,
わくわく広場いえしま,ネット検索,6720101,姫路市家島町真浦2137-1　家島事務所２階,
わくわく広場こうでら,ネット検索,6792163,姫路市香寺町土師396　香寺公民館２階,
わくわく広場やすとみ,ネット検索,6712401,姫路市安富町安志1151　安富事務所１階,
わくわく広場ゆめさき,ネット検索,6712134,姫路市夢前町菅生澗1384-1　菅生公民館１階,
別所まるやまこども園,ネット検索,6710224,姫路市別所町佐土2丁目77,
北つどいの広場,ネット検索,6792122,姫路市豊富町御蔭1110-3,
城陽保育所,ネット検索,6700948,姫路市北条宮の町93,
姫路ひまわり保育園,ネット検索,,姫路市北夢前台1丁目59,
安室つどいの広場,ネット検索,6700081,姫路市田寺東二丁目7-13,
広畑つどいの広場,ネット検索,6711116,姫路市広畑区正門通一丁目7-3,
星の子つどいの広場,ネット検索,6712222,姫路市青山1470-24,
東つどいの広場,ネット検索,6710252,姫路市花田町加納原田813,
東光つどいの広場,ネット検索,6700835,姫路市幸町99-1,
津田このみ学園,ネット検索,6728079,姫路市飾磨区今在家6丁目133,
灘つどいの広場,ネット検索,6728021,姫路市白浜町宇佐崎中二丁目520,
網干つどいの広場,ネット検索,6711253,姫路市網干区垣内中町120,
網干れんげ保育園,ネット検索,6711228,姫路市網干区坂出184,
萩学園,ネット検索,6792123,姫路市豊富町豊富1528-1,
面白山つどいの広場,ネット検索,6700055,姫路市神子岡前三丁目8-1,
飾磨つどいの広場,ネット検索,6728064,姫路市飾磨区細江2654,
駅前すくすくひろば,ネット検索,6700927,姫路市駅前町188-1　ピオレ姫路６階,
一宮子育て支援センター,ネット検索,6714131,宍粟市一宮町安積1347番地3 一宮市民協働センター・いちのぴあ内,
千種子育て支援センター,ネット検索,6713223,宍粟市千種町室1060番地1 保健福祉センター・エーガイヤちくさ内,
山崎子育て支援センター,ネット検索,6712573,宍粟市山崎町今宿5番地15 宍粟市役所北庁舎３階子育て支援課内,
波賀子育て支援センター,ネット検索,6714221,宍粟市波賀町上野257番地 波賀市民協働センター・はがてらす内,
きらきらひろば　宝塚市子ども家庭支援センター,ネット検索,6650867,宝塚市売布東の町12番8号 （フレミラ宝塚内）,
やまぼうし子育てひろば,ネット検索,,宝塚市中筋7-82-3,
中筋児童館（中筋ひろば）,ネット検索,,宝塚市中筋2-10-18,
地域子育てセンターすくすく,ネット検索,6650862,宝塚市今里町1番1号　宝塚市立米谷保育所内,
地域子育てセンターすこやか,ネット検索,6650051,宝塚市高司1丁目4番32号　宝塚市立わかくさ保育所内,
宝塚市立ひばり子ども館,ネット検索,6650807,宝塚市長尾台1-1-1,
宝塚市立中山台子ども館,ネット検索,6650877,宝塚市中山桜台2-2-5,
宝塚市立安倉児童館（安倉ひろば）,ネット検索,6650823,宝塚市安倉南1-2-1,
宝塚市立山本山手子ども館,ネット検索,6650887,宝塚市山手台東1-4-1,
宝塚市立西谷児童館（西谷ひろば）,ネット検索,6691211,宝塚市大原野字炭屋1-1 （西谷ふれあい夢プラザ内）,
宝塚市立高司児童館（高司ひろば）,ネット検索,6650051,宝塚市高司4丁目4番24号,
御殿山児童館（御殿山ひろば）,ネット検索,6650841,宝塚市御殿山2-1-70,
野上児童館（野上ひろば）,ネット検索,6650022,宝塚市野上2-3-38,
小野市地域子育て支援センター（来住保育所）,ネット検索,6751344,小野市下来住町1361番地の1,
小野市立児童館“チャイコム”つどいの広場,ネット検索,6751317,小野市浄谷町2859番地,
あみんぐステーション,ネット検索,,尼崎市潮江2-28-47,
きらきら,ネット検索,6610982,尼崎市食満1-3-15,
こんぺいとう,ネット検索,6610033,尼崎市南武庫之荘1-18-11-102,
すこやかプラザ,ネット検索,6600052,尼崎市七松町1丁目3-1-502 （フェスタ立花南館5階）,
どろっぷす,ネット検索,6610043,尼崎市武庫元町2-12-1（フェルティ武庫元町205）,
のびのびステーション,ネット検索,6600811,尼崎市常光寺1-19-12,
